"","Entry","Status","Length"
"18619","Q9NV66","reviewed",732
"18620","Q53H54","reviewed",448
"18621","P0C7H9","reviewed",530
"18622","C9JLJ4","reviewed",530
"18623","D6R901","reviewed",530
"18624","Q8WU68","reviewed",220
"18625","H0YL09","reviewed",131
"18626","Q96B02","reviewed",151
"18627","P17480","reviewed",764
"18628","O94782","reviewed",785
"18629","Q9Y2K6","reviewed",914
"18630","Q96RU2","reviewed",1077
"18631","O75604","reviewed",605
"18632","Q9NVE5","reviewed",1235
"18633","Q70EL2","reviewed",814
"18634","Q70CQ1","reviewed",688
"18635","Q70EL3","reviewed",339
"18636","Q70EK9","reviewed",711
"18637","P35125","reviewed",1406
"18638","Q8IYU4","reviewed",475
"18639","Q6ZT12","reviewed",1888
"18640","O95071","reviewed",2799
"18641","Q8WUN7","reviewed",234
"18642","Q04323","reviewed",297
"18643","O00124","reviewed",270
"18644","Q9NUQ7","reviewed",469
"18645","O60701","reviewed",494
"18646","Q16851","reviewed",508
"18647","P52758","reviewed",137
"18648","Q8IWX7","reviewed",931
"18649","Q9C0B0","reviewed",810
"18650","B0FP48","reviewed",263
"18651","O95045","reviewed",317
"18652","Q9NZ43","reviewed",259
"18653","Q9Y6N9","reviewed",552
"18654","Q9Y2C2","reviewed",406
"18655","Q9BVJ6","reviewed",771
"18656","Q13336","reviewed",389
"18657","Q9BRU9","reviewed",249
"18658","Q96PU4","reviewed",802
"18659","Q8N2C9","reviewed",162
"18660","Q53HI1","reviewed",259
"18661","Q8IZJ1","reviewed",945
"18662","Q03405","reviewed",335
"18663","Q92738","reviewed",828
"18664","Q8N6Y0","reviewed",703
"18665","P22415","reviewed",310
"18666","Q68DE3","reviewed",2245
"18667","O60763","reviewed",962
"18668","Q969X6","reviewed",686
"18669","O95399","reviewed",124
"18670","Q16572","reviewed",532
"18671","P23763","reviewed",118
"18672","Q9P0L0","reviewed",249
"18673","O95292","reviewed",243
"18674","Q6EMK4","reviewed",673
"18675","Q9Y5K8","reviewed",247
"18676","Q96A05","reviewed",226
"18677","P52735","reviewed",878
"18678","Q9UKW4","reviewed",847
"18679","Q5SQQ9","reviewed",334
"18680","O14598","reviewed",125
"18681","P21796","reviewed",283
"18682","P0C7I0","reviewed",530
"18683","D6R9N7","reviewed",530
"18684","Q0WX57","reviewed",530
"18685","Q15695","reviewed",479
"18686","Q8IWF7","reviewed",75
"18687","A1L167","reviewed",161
"18688","P0CB47","reviewed",393
"18689","P35544","reviewed",74
"18690","Q9Y4E8","reviewed",981
"18691","Q9Y5T5","reviewed",823
"18692","Q9UPT9","reviewed",525
"18693","Q9UPU5","reviewed",2620
"18694","Q9HBJ7","reviewed",922
"18695","Q9BZX2","reviewed",261
"18696","Q9NWZ5","reviewed",548
"18697","P55916","reviewed",312
"18698","O95258","reviewed",325
"18699","Q9NYU2","reviewed",1555
"18700","Q9NYU1","reviewed",1516
"18701","A6NJT0","reviewed",531
"18702","O95185","reviewed",931
"18703","Q6UXZ4","reviewed",953
"18704","Q5DID0","reviewed",1318
"18705","P07911","reviewed",640
"18706","Q86UX7","reviewed",667
"18707","Q9BQ65","reviewed",265
"18708","Q495M9","reviewed",461
"18709","O75445","reviewed",5202
"18710","Q96IX5","reviewed",58
"18711","Q93008","reviewed",2570
"18712","Q5W0Q7","reviewed",1092
"18713","P11684","reviewed",91
"18714","O75691","reviewed",2785
"18715","Q9NYH9","reviewed",597
"18716","Q16763","reviewed",222
"18717","Q5VVX9","reviewed",321
"18718","Q05086","reviewed",875
"18719","O95155","reviewed",1302
"18720","Q9Y5K5","reviewed",329
"18721","Q8WVF2","reviewed",138
"18722","Q969E3","reviewed",161
"18723","P22309","reviewed",533
"18724","O60656","reviewed",530
"18725","P06133","reviewed",528
"18726","Q9Y3C8","reviewed",167
"18727","O75385","reviewed",1050
"18728","Q9BT76","reviewed",320
"18729","Q16831","reviewed",310
"18730","Q96HZ7","reviewed",61
"18731","Q6BDS2","reviewed",1440
"18732","Q8TCY9","reviewed",931
"18733","Q9BTM9","reviewed",101
"18734","O00507","reviewed",2555
"18735","Q2YD98","reviewed",709
"18736","P61421","reviewed",351
"18737","Q08AM6","reviewed",782
"18738","Q8TAA9","reviewed",524
"18739","Q9ULK5","reviewed",521
"18740","Q5JXB2","reviewed",153
"18741","Q8IX04","reviewed",471
"18742","Q92890","reviewed",307
"18743","C9J7I0","reviewed",102
"18744","Q86WB7","reviewed",457
"18745","Q6ZN44","reviewed",842
"18746","Q9P2D8","reviewed",2635
"18747","P13051","reviewed",313
"18748","Q96BW1","reviewed",309
"18749","Q9NVA1","reviewed",299
"18750","Q6UW78","reviewed",93
"18751","P30518","reviewed",371
"18752","Q16864","reviewed",119
"18753","Q99990","reviewed",258
"18754","P40337","reviewed",213
"18755","Q9H598","reviewed",525
"18756","Q76NI1","reviewed",1749
"18757","Q8N0U8","reviewed",176
"18758","Q5TAP6","reviewed",766
"18759","P37288","reviewed",418
"18760","Q8N8Y2","reviewed",350
"18761","O95183","reviewed",116
"18762","Q15904","reviewed",470
"18763","Q86V25","reviewed",355
"18764","P50552","reviewed",380
"18765","Q8NEY4","reviewed",427
"18766","P27449","reviewed",155
"18767","P19320","reviewed",739
"18768","Q9H322","reviewed",139
"18769","P11473","reviewed",427
"18770","Q9P2U7","reviewed",560
"18771","P09327","reviewed",827
"18772","P18206","reviewed",1134
"18773","P41587","reviewed",438
"18774","Q9BQB6","reviewed",163
"18775","Q9BXE9","reviewed",311
"18776","Q4G0F5","reviewed",336
"18777","Q9Y2B5","reviewed",631
"18778","Q8N2B8","reviewed",174
"18779","Q9Y2T7","reviewed",364
"18780","P16989","reviewed",372
"18781","P67809","reviewed",324
"18782","Q765I0","reviewed",119
"18783","Q8NHE4","reviewed",81
"18784","Q52LC2","reviewed",224
"18785","Q9HCJ6","reviewed",419
"18786","Q99536","reviewed",393
"18787","P38606","reviewed",617
"18788","P21281","reviewed",511
"18789","P36543","reviewed",226
"18790","O14599","reviewed",106
"18791","Q9Y277","reviewed",283
"18792","Q14119","reviewed",521
"18793","Q00341","reviewed",1268
"18794","P08670","reviewed",466
"18795","O60504","reviewed",671
"18796","Q3ZAQ7","reviewed",101
"18797","Q05940","reviewed",514
"18798","Q709C8","reviewed",3753
"18799","Q9H267","reviewed",617
"18800","A5D8V6","reviewed",355
"18801","P63123","reviewed",156
"18802","P63119","reviewed",156
"18803","Q9Y6I0","reviewed",156
"18804","Q9P253","reviewed",973
"18805","O75351","reviewed",444
"18806","Q15906","reviewed",364
"18807","Q99986","reviewed",396
"18808","Q9H320","reviewed",206
"18809","Q9H321","reviewed",246
"18810","Q9P2U8","reviewed",582
"18811","Q8NDX2","reviewed",589
"18812","Q6RSH7","reviewed",139
"18813","P32241","reviewed",457
"18814","P98155","reviewed",873
"18815","Q7Z5H5","reviewed",301
"18816","Q8TDU5","reviewed",208
"18817","Q9Y279","reviewed",399
"18818","P58304","reviewed",361
"18819","P02774","reviewed",474
"18820","C4AMC7","reviewed",463
"18821","Q2M389","reviewed",1173
"18822","P42768","reviewed",502
"18823","Q6ICG8","reviewed",309
"18824","Q6GPH4","reviewed",301
"18825","Q96GT9","reviewed",111
"18826","Q9UBD3","reviewed",114
"18827","Q702N8","reviewed",1843
"18828","O43895","reviewed",674
"18829","Q9UBH6","reviewed",696
"18830","Q8IZH2","reviewed",1706
"18831","P47901","reviewed",424
"18832","P15313","reviewed",513
"18833","Q96LB4","reviewed",118
"18834","Q9UI12","reviewed",483
"18835","P49765","reviewed",207
"18836","Q8N8G2","reviewed",317
"18837","Q9GZP7","reviewed",353
"18838","P63124","reviewed",156
"18839","P63127","reviewed",156
"18840","Q9UKI3","reviewed",123
"18841","Q96JC1","reviewed",886
"18842","Q9P1Q0","reviewed",977
"18843","Q7Z7D3","reviewed",282
"18844","Q9BUR4","reviewed",548
"18845","A8K0Z3","reviewed",465
"18846","Q9NQA3","reviewed",447
"18847","Q8NEZ3","reviewed",1342
"18848","Q8TBZ3","reviewed",569
"18849","A2RRH5","reviewed",827
"18850","Q5JTN6","reviewed",314
"18851","Q8IWG1","reviewed",891
"18852","Q562E7","reviewed",1941
"18853","Q96FK6","reviewed",387
"18854","Q96KV7","reviewed",1748
"18855","Q6P2C0","reviewed",686
"18856","P0C1S8","reviewed",567
"18857","Q14508","reviewed",124
"18858","Q8IUB2","reviewed",231
"18859","Q8TCV5","reviewed",224
"18860","Q8TF74","reviewed",440
"18861","P04628","reviewed",370
"18862","O95497","reviewed",513
"18863","Q9NY84","reviewed",501
"18864","Q9H9H4","reviewed",285
"18865","P49754","reviewed",854
"18866","Q8N3P4","reviewed",1428
"18867","Q9H8Y1","reviewed",702
"18868","Q6UX27","reviewed",236
"18869","Q9NZR4","reviewed",365
"18870","Q9NP79","reviewed",307
"18871","A6NCI4","reviewed",1184
"18872","Q96DN2","reviewed",955
"18873","Q8N2E2","reviewed",1590
"18874","P04275","reviewed",2813
"18875","Q9BTA9","reviewed",647
"18876","Q9UPY6","reviewed",502
"18877","O00401","reviewed",505
"18878","Q6ZS81","reviewed",3184
"18879","Q9H7D7","reviewed",661
"18880","Q9C0J8","reviewed",1336
"18881","Q9Y2I8","reviewed",494
"18882","O15213","reviewed",610
"18883","Q8WVS4","reviewed",1066
"18884","Q9Y4E6","reviewed",1490
"18885","Q6UXN9","reviewed",313
"18886","Q9BRX9","reviewed",315
"18887","Q8N5D0","reviewed",677
"18888","Q9Y5W5","reviewed",379
"18889","A6NGB9","reviewed",483
"18890","O95389","reviewed",354
"18891","Q9H4A3","reviewed",2382
"18892","Q9BYP7","reviewed",1800
"18893","Q9UBV4","reviewed",365
"18894","Q9H1J7","reviewed",359
"18895","O00755","reviewed",349
"18896","Q6AWC2","reviewed",1192
"18897","Q9NZC7","reviewed",414
"18898","O00308","reviewed",870
"18899","P47992","reviewed",114
"18900","Q5GH76","reviewed",650
"18901","A2RUG3","reviewed",117
"18902","Q5T750","reviewed",250
"18903","Q96QU8","reviewed",1125
"18904","O43592","reviewed",962
"18905","P12956","reviewed",609
"18906","Q9H1B5","reviewed",865
"18907","P00749","reviewed",431
"18908","Q15853","reviewed",346
"18909","Q9Y3A2","reviewed",253
"18910","Q8TED0","reviewed",518
"18911","O15342","reviewed",81
"18912","P51809","reviewed",220
"18913","P21283","reviewed",382
"18914","O95231","reviewed",258
"18915","O15240","reviewed",615
"18916","Q7Z5L0","reviewed",202
"18917","Q96GC9","reviewed",406
"18918","Q96AW1","reviewed",172
"18919","P63121","reviewed",156
"18920","Q96RL7","reviewed",3174
"18921","Q7Z7G8","reviewed",4022
"18922","Q9H270","reviewed",941
"18923","Q9H269","reviewed",839
"18924","Q9BRG1","reviewed",176
"18925","Q96QK1","reviewed",796
"18926","Q7Z5K2","reviewed",1190
"18927","A8MWX3","reviewed",477
"18928","O14607","reviewed",1347
"18929","Q9P2Y5","reviewed",699
"18930","Q8NBZ7","reviewed",420
"18931","Q9UBK9","reviewed",157
"18932","P15498","reviewed",845
"18933","Q6Q795","reviewed",121
"18934","P15692","reviewed",232
"18935","P17948","reviewed",1338
"18936","A8MV65","reviewed",326
"18937","O15195","reviewed",856
"18938","Q69YN4","reviewed",1812
"18939","P62760","reviewed",191
"18940","Q9H7M9","reviewed",311
"18941","Q7Z5H4","reviewed",357
"18942","O95498","reviewed",520
"18943","P63125","reviewed",156
"18944","P63122","reviewed",156
"18945","Q8N0Z9","reviewed",540
"18946","Q5VU13","reviewed",414
"18947","Q8TAG5","reviewed",236
"18948","Q8N398","reviewed",1253
"18949","Q6PCB0","reviewed",445
"18950","Q92558","reviewed",559
"18951","Q8N6F8","reviewed",245
"18952","Q96P53","reviewed",400
"18953","Q8IZQ1","reviewed",3526
"18954","Q9BZH6","reviewed",1224
"18955","Q8IZU2","reviewed",1322
"18956","O94967","reviewed",919
"18957","Q8TAF3","reviewed",677
"18958","Q86VZ2","reviewed",330
"18959","P61964","reviewed",334
"18960","Q3MJ13","reviewed",1102
"18961","Q6RFH5","reviewed",385
"18962","A4D1P6","reviewed",747
"18963","Q96MX6","reviewed",357
"18964","Q9HBM0","reviewed",779
"18965","P38435","reviewed",758
"18966","O00534","reviewed",786
"18967","Q2NL98","reviewed",169
"18968","P54219","reviewed",525
"18969","P63120","reviewed",156
"18970","Q9UBQ0","reviewed",182
"18971","Q86VN1","reviewed",386
"18972","Q9UID3","reviewed",782
"18973","Q8N1B4","reviewed",723
"18974","Q9UEU0","reviewed",232
"18975","A6NLU5","reviewed",285
"18976","Q502W6","reviewed",1294
"18977","B2RUY7","reviewed",222
"18978","Q9Y2W2","reviewed",641
"18979","Q9HAD4","reviewed",459
"18980","Q15061","reviewed",677
"18981","Q9H977","reviewed",334
"18982","Q6PJI9","reviewed",974
"18983","Q5VTH9","reviewed",848
"18984","Q6ZQQ6","reviewed",2873
"18985","Q1A5X7","reviewed",153
"18986","Q5T9L3","reviewed",541
"18987","P41221","reviewed",380
"18988","P56706","reviewed",349
"18989","Q93098","reviewed",351
"18990","O14904","reviewed",365
"18991","Q14191","reviewed",1432
"18992","P19544","reviewed",449
"18993","P78423","reviewed",397
"18994","Q8WWM1","reviewed",108
"18995","P17861","reviewed",261
"18996","P46094","reviewed",333
"18997","P23025","reviewed",273
"18998","Q9NQW7","reviewed",623
"18999","P10265","reviewed",156
"19000","P63131","reviewed",156
"19001","Q93050","reviewed",837
"19002","Q9HBG4","reviewed",840
"19003","P12018","reviewed",145
"19004","Q9Y487","reviewed",856
"19005","Q5VIR6","reviewed",699
"19006","Q86VR7","reviewed",867
"19007","Q86XK7","reviewed",387
"19008","A8MXK1","reviewed",200
"19009","Q96N03","reviewed",204
"19010","P04004","reviewed",478
"19011","Q5GFL6","reviewed",755
"19012","Q9H1Z4","reviewed",485
"19013","O75083","reviewed",606
"19014","Q96S15","reviewed",920
"19015","Q96EX3","reviewed",536
"19016","Q9P2L0","reviewed",1181
"19017","Q8NI36","reviewed",951
"19018","Q8IUB3","reviewed",73
"19019","Q8WWY7","reviewed",111
"19020","O95388","reviewed",367
"19021","O76076","reviewed",250
"19022","Q06250","reviewed",92
"19023","O00744","reviewed",389
"19024","Q9Y3S1","reviewed",2297
"19025","Q93097","reviewed",391
"19026","P56704","reviewed",352
"19027","Q9H1J5","reviewed",351
"19028","Q8WTP9","reviewed",111
"19029","P55808","reviewed",180
"19030","Q9H0D6","reviewed",950
"19031","Q6P2D8","reviewed",792
"19032","P49767","reviewed",419
"19033","O43314","reviewed",1243
"19034","Q8NFZ6","reviewed",395
"19035","Q8NEZ2","reviewed",397
"19036","Q86XT2","reviewed",251
"19037","Q8IV63","reviewed",474
"19038","Q96IQ7","reviewed",327
"19039","Q96AJ9","reviewed",217
"19040","Q5TIE3","reviewed",1220
"19041","Q96SY0","reviewed",518
"19042","Q2TAL6","reviewed",325
"19043","Q6UE05","reviewed",265
"19044","Q9H6R7","reviewed",721
"19045","O75717","reviewed",1129
"19046","Q64LD2","reviewed",544
"19047","Q8NA23","reviewed",367
"19048","Q9UNX4","reviewed",943
"19049","Q8TBY9","reviewed",1149
"19050","Q6ZMY6","reviewed",472
"19051","A6NE52","reviewed",1622
"19052","P30291","reviewed",646
"19053","Q9BQY6","reviewed",131
"19054","Q8NEX5","reviewed",89
"19055","Q8TF30","reviewed",809
"19056","O43516","reviewed",503
"19057","Q5MNZ9","reviewed",446
"19058","Q5MNZ6","reviewed",344
"19059","Q9Y484","reviewed",360
"19060","O95785","reviewed",1651
"19061","Q9GZT5","reviewed",417
"19062","O14905","reviewed",357
"19063","O00258","reviewed",174
"19064","Q96S55","reviewed",665
"19065","Q9P2S5","reviewed",460
"19066","Q9Y6I7","reviewed",421
"19067","Q9NYS7","reviewed",404
"19068","Q658N2","reviewed",575
"19069","Q2TBF2","reviewed",565
"19070","Q96NR7","reviewed",200
"19071","Q9ULE0","reviewed",1092
"19072","Q9GZV5","reviewed",400
"19073","Q9HD64","reviewed",81
"19074","P35968","reviewed",1356
"19075","P35916","reviewed",1363
"19076","Q6PFW1","reviewed",1433
"19077","P01282","reviewed",170
"19078","Q6UXI7","reviewed",678
"19079","Q5THJ4","reviewed",4388
"19080","O75436","reviewed",327
"19081","P63129","reviewed",156
"19082","Q9Y4B6","reviewed",1507
"19083","Q9UK41","reviewed",221
"19084","Q9NRW7","reviewed",570
"19085","Q9UN37","reviewed",437
"19086","Q96JG6","reviewed",964
"19087","Q9Y334","reviewed",891
"19088","A3KMH1","reviewed",1905
"19089","Q9P202","reviewed",907
"19090","Q96J92","reviewed",1243
"19091","O96014","reviewed",354
"19092","P56703","reviewed",355
"19093","Q8N9V3","reviewed",476
"19094","Q13488","reviewed",830
"19095","Q86Y07","reviewed",508
"19096","Q8IW00","reviewed",320
"19097","Q96G27","reviewed",269
"19098","O75554","reviewed",376
"19099","Q9GZL7","reviewed",423
"19100","Q5JSH3","reviewed",913
"19101","Q7Z5U6","reviewed",358
"19102","Q9GZS3","reviewed",305
"19103","O43379","reviewed",1518
"19104","Q8IWA0","reviewed",830
"19105","Q86TI4","reviewed",376
"19106","Q9H1F0","reviewed",79
"19107","Q8NEX6","reviewed",87
"19108","Q8IUA0","reviewed",241
"19109","Q8TEU8","reviewed",576
"19110","O76024","reviewed",890
"19111","P09544","reviewed",360
"19112","P56705","reviewed",351
"19113","Q9UPY5","reviewed",501
"19114","P47989","reviewed",1333
"19115","Q5GH77","reviewed",459
"19116","Q96AX1","reviewed",596
"19117","Q9NX94","reviewed",342
"19118","Q969T9","reviewed",261
"19119","O43709","reviewed",281
"19120","A6NIX2","reviewed",430
"19121","Q9H0M0","reviewed",922
"19122","A4UGR9","reviewed",3374
"19123","Q5GH72","reviewed",579
"19124","P13010","reviewed",732
"19125","Q6UX68","reviewed",686
"19126","Q9H6D3","reviewed",395
"19127","Q92889","reviewed",916
"19128","P55060","reviewed",971
"19129","P18887","reviewed",633
"19130","Q8NBI6","reviewed",393
"19131","Q6PP77","reviewed",449
"19132","P51811","reviewed",444
"19133","Q9NQH7","reviewed",507
"19134","O43543","reviewed",280
"19135","Q13426","reviewed",336
"19136","O75191","reviewed",536
"19137","O75063","reviewed",409
"19138","Q86Y38","reviewed",959
"19139","O43542","reviewed",346
"19140","Q9Y6W5","reviewed",498
"19141","Q6VEQ5","reviewed",465
"19142","Q8IWB7","reviewed",410
"19143","Q9BV38","reviewed",432
"19144","Q8IV35","reviewed",697
"19145","P57081","reviewed",412
"19146","Q9H6Y2","reviewed",383
"19147","B1ANS9","reviewed",1081
"19148","Q9NNW5","reviewed",1121
"19149","Q9NW82","reviewed",654
"19150","Q6P4I2","reviewed",378
"19151","Q9H967","reviewed",626
"19152","Q8IUB5","reviewed",93
"19153","Q9HC57","reviewed",220
"19154","Q96NZ8","reviewed",548
"19155","Q9Y4P8","reviewed",454
"19156","Q9Y6F9","reviewed",365
"19157","P98170","reviewed",497
"19158","Q5GH73","reviewed",641
"19159","Q5GH70","reviewed",373
"19160","O14609","reviewed",159
"19161","O15537","reviewed",224
"19162","Q01831","reviewed",940
"19163","O14980","reviewed",1071
"19164","Q9C0E2","reviewed",1151
"19165","Q9HAV4","reviewed",1204
"19166","Q9UIA9","reviewed",1087
"19167","O75695","reviewed",350
"19168","Q8NCU8","reviewed",138
"19169","Q9H8V8","reviewed",135
"19170","Q6ZS92","reviewed",163
"19171","Q6ZS46","reviewed",218
"19172","Q9BZS9","reviewed",49
"19173","A8MV72","reviewed",311
"19174","Q5VSD8","reviewed",79
"19175","A6NC05","reviewed",138
"19176","Q9UI72","reviewed",69
"19177","Q9ULM3","reviewed",1422
"19178","Q8N9X3","reviewed",169
"19179","Q0P140","reviewed",79
"19180","Q9NRH1","reviewed",226
"19181","Q8N1X5","reviewed",172
"19182","Q6ZS52","reviewed",159
"19183","Q8N976","reviewed",141
"19184","A8MXQ7","reviewed",604
"19185","Q8N1Y9","reviewed",231
"19186","Q86TA4","reviewed",180
"19187","Q0VG73","reviewed",95
"19188","Q6ZQT0","reviewed",140
"19189","Q8NA96","reviewed",180
"19190","Q6XCG6","reviewed",107
"19191","Q6ZU45","reviewed",233
"19192","Q7L0L9","reviewed",218
"19193","A8MPS7","reviewed",323
"19194","O95619","reviewed",227
"19195","Q8N9P0","reviewed",234
"19196","Q75L30","reviewed",129
"19197","Q9HAA7","reviewed",133
"19198","A4D0T7","reviewed",59
"19199","Q6UXR6","reviewed",183
"19200","Q9BSR8","reviewed",244
"19201","Q8N377","reviewed",158
"19202","Q6ZSR9","reviewed",355
"19203","Q8NDZ9","reviewed",215
"19204","A6NDX4","reviewed",124
"19205","Q6ZSR3","reviewed",168
"19206","Q8N6K4","reviewed",173
"19207","Q8NAQ8","reviewed",132
"19208","A8MUI8","reviewed",341
"19209","P46937","reviewed",504
"19210","Q6UY13","reviewed",95
"19211","A8MUA0","reviewed",341
"19212","A8MVM7","reviewed",634
"19213","P07947","reviewed",543
"19214","Q9H379","reviewed",93
"19215","A6XGL0","reviewed",299
"19216","A1L4Q6","reviewed",167
"19217","Q0VFX4","reviewed",171
"19218","Q9UM01","reviewed",511
"19219","P49750","reviewed",1951
"19220","Q8N9W7","reviewed",124
"19221","Q9UI25","reviewed",63
"19222","Q6ZTK2","reviewed",550
