Call:,,,,
lm(formula = log(topMotifSum) ~ Length),,,,
Residuals:,,,,
Min,1Q,Median,3Q,Max
Q9UBX8,382,1,-0.316239686,
Q9UDV7,671,2,0.247264885,
Q9UDY6,481,4,1.025644231,
Q9UEG4,869,1,-0.534703184,
Q9UFC0,647,1,-0.435116127,
Q9UFD9,1639,6,0.911641719,
Q9UGP8,760,2,0.207340344,
Q9UGT4,822,1,-0.513619438,
Q9UHB4,597,2,0.280460571,
Q9UHE5,227,1,-0.246708182,
Q9UHE8,339,1,-0.296950301,
Q9UHF3,227,1,-0.246708182,
Q9UHH9,426,1,-0.335977661,
Q9UHI6,824,2,0.178630562,
Q9UHJ6,478,1,-0.359304359,
Q9UHK6,382,1,-0.316239686,
Q9UHN6,1383,3,0.333333667,
Q9UI42,421,1,-0.333734709,
Q9UI43,246,1,-0.255231399,
Q9UII6,198,1,-0.233699062,
Q9UIJ5,367,1,-0.30951083,
Q9UIL8,331,1,-0.293361578,
Q9UIW0,290,1,-0.274969374,
Q9UIX4,513,1,-0.375005021,
Q9UJA2,301,1,-0.279903868,
Q9UJP4,597,1,-0.41268661,
Q9UJU3,913,1,-0.554441159,
Q9UJW2,476,2,0.334740002,
Q9UK53,422,1,-0.334183299,
Q9UK59,544,1,-0.388911322,
Q9UKA8,241,1,-0.252988447,
Q9UKF2,790,1,-0.499264547,
Q9UKH3,698,2,0.235152946,
Q9UKM7,699,2,0.234704355,
Q9UKN1,5478,1,-2.602256089,
Q9UKP4,1686,2,-0.208054316,
Q9UKT7,428,1,-0.336874841,
Q9UKV5,643,1,-0.433321766,
Q9UL01,958,3,0.523984564,
Q9UL17,535,1,-0.384874009,
Q9UL52,423,1,-0.33463189,
Q9UL58,517,1,-0.376799382,
Q9ULD5,760,2,0.207340344,
Q9ULE6,856,1,-0.52887151,
Q9ULI4,1882,5,0.620312708,
Q9ULK0,1009,4,0.788788529,
Q9ULK5,521,1,-0.378593744,
Q9ULR3,514,1,-0.375453611,
Q9ULT6,936,1,-0.564758737,
Q9ULV5,492,2,0.327562557,
Q9UM11,496,4,1.018915376,
Q9UM44,414,1,-0.330594577,
Q9UM73,1620,1,-0.871594534,
Q9UMF0,924,1,-0.559375653,
Q9UMQ3,279,1,-0.27003488,
Q9UMW8,372,2,0.381393398,
Q9UNH6,387,1,-0.318482637,
Q9UNY5,417,2,0.361206833,
Q9UP52,801,1,-0.504199041,
Q9UPU3,1222,1,-0.693055576,
Q9UPX0,1349,1,-0.75002655,
Q9UQB8,552,2,0.300647136,
Q9UQK1,317,2,0.406065867,
Q9UQL6,1122,2,0.044950639,
Q9UQQ1,740,1,-0.476835029,
Q9Y227,616,3,0.677402462,
Q9Y228,551,4,0.994242907,
Q9Y253,713,2,0.22842409,
Q9Y259,395,1,-0.32207136,
Q9Y294,204,1,-0.236390604,
Q9Y2C3,310,1,-0.283941181,
Q9Y2D0,317,1,-0.287081313,
Q9Y2E5,1009,1,-0.597505833,
Q9Y2G8,782,3,0.602936465,
Q9Y2I8,494,1,-0.366481804,
Q9Y2M2,353,3,0.795381723,
Q9Y2P5,690,1,-0.454405512,
Q9Y2V0,281,1,-0.270932061,
Q9Y2Z2,717,2,0.226629729,
Q9Y316,297,1,-0.278109506,
Q9Y3A4,280,1,-0.27048347,
Q9Y3C8,167,1,-0.219792761,
Q9Y3D7,125,1,-0.200951967,
Q9Y3I1,522,1,-0.379042334,
Q9Y3M2,126,1,-0.201400557,
Q9Y3P4,386,1,-0.318034047,
Q9Y3Q8,395,2,0.37107582,
Q9Y3T6,440,3,0.756354363,
Q9Y446,797,2,0.190742501,
Q9Y466,385,1,-0.317585457,
Q9Y467,1007,2,0.096538529,
Q9Y4F4,1720,1,-0.916453569,
Q9Y4F9,1068,4,0.762321698,
Q9Y4R8,837,3,0.578263996,
Q9Y4X3,112,1,-0.195120292,
Q9Y574,426,1,-0.335977661,
Q9Y576,335,1,-0.295155939,
Q9Y5F1,795,1,-0.501507499,
Q9Y5F6,944,1,-0.56834746,
Q9Y5F8,929,1,-0.561618605,
Q9Y5G4,932,3,0.535647913,
Q9Y5G7,932,3,0.535647913,
Q9Y5I1,949,1,-0.570590412,
Q9Y5J7,89,1,-0.184802714,
Q9Y5K1,396,1,-0.32251995,
Q9Y5P0,310,1,-0.283941181,
Q9Y5P8,575,1,-0.402817622,
Q9Y5W9,270,1,-0.265997567,
Q9Y613,1164,2,0.026109844,
Q9Y676,258,1,-0.260614483,
Q9Y6D0,94,1,-0.187045666,
Q9Y6F6,885,2,0.151266551,
Q9Y6G5,202,1,-0.235493423,
Q9Y6I3,576,2,0.289880968,
Q9Y6I4,520,1,-0.378145153,
Q9Y6K5,1087,4,0.753798482,
Q9Y6N7,1651,2,-0.192353654,
Q9Y6P5,492,2,0.327562557,
Q9Y6Q1,641,2,0.260722595,
Q9Y6R0,609,1,-0.418069694,
Q9Y6R7,5405,8,-0.490067452,
Q9Y6R9,512,1,-0.374556431,
Q9Y6X4,670,1,-0.445433705,
Q9Y6X5,453,1,-0.3480896,
Q9YNA8,666,1,-0.443639344,
A0A0J9YWL9,993,3,0.508283902,
A0AVK6,867,1,-0.533806003,
A0JP26,581,1,-0.405509164,
A0PK11,232,2,0.444196047,
A1A5B4,782,2,0.197471357,
A1L390,1219,3,0.406902483,
A1L4K1,749,3,0.617739946,
A1XBS5,289,1,-0.274520783,
A2IDD5,438,1,-0.341360745,
A2RTX5,802,2,0.18849955,
A2RUC4,315,2,0.406963048,
A2RUS2,1198,2,0.010857773,
A4D1P6,747,2,0.213172019,
A4D1S0,409,1,-0.328351625,
A4IF30,521,2,0.314553437,
A5A3E0,1075,3,0.471499493,
A5D8V6,355,3,0.794484542,
A5D8W1,941,5,1.042436223,
A5PL33,1030,2,0.086220951,
A5YM69,484,1,-0.361995901,
A6NCV1,312,1,-0.284838361,
A6NDB9,673,1,-0.446779476,
A6NDK9,693,8,1.623690258,
A6NDL7,271,1,-0.266446157,
A6NDN3,693,8,1.623690258,
A6NDU8,294,1,-0.276763735,
A6NEE1,506,2,0.321282292,
A6NEF3,574,18,2.488002726,
A6NFE3,127,1,-0.201849147,
A6NFT4,308,5,1.326393912,
A6NGU5,568,2,0.293469691,
A6NHN6,443,1,-0.343603697,
A6NI28,874,2,0.156201045,
A6NJ88,616,1,-0.421209827,
A6NKD9,419,1,-0.332837528,
A6NL82,134,1,-0.20498928,
A6NLI5,447,1,-0.345398058,
A6NMK7,179,1,-0.225175845,
A6NMK8,535,3,0.71373828,
A6NMY6,339,1,-0.296950301,
A6NNX1,92,1,-0.186148485,
A6NNZ2,444,1,-0.344052287,
A6PVI3,153,1,-0.213512496,
A7XYQ1,873,1,-0.536497545,
A8K0Z3,465,3,0.745139604,
A8MT33,242,1,-0.253437037,
A8MV23,424,1,-0.33508048,
A8MWX3,477,3,0.73975652,
A8MZ26,197,1,-0.233250472,
A8MZA4,724,23,2.665836632,
B1ANS9,1081,3,0.468807951,
B2RC85,870,1,-0.535151774,
B4DZS4,312,2,0.408308819,
B5MCN3,397,2,0.37017864,
C4AMC7,463,2,0.340571677,
C9J069,976,2,0.110444829,
C9J1S8,452,1,-0.34764101,
C9JE40,543,4,0.99783163,
C9JRZ8,316,3,0.811979566,
E9PB15,166,1,-0.219344171,
G3V0H7,640,1,-0.431975995,
H0YM25,854,33,2.968533233,
O00154,380,1,-0.315342505,
O00160,1098,1,-0.637430373,
O00186,592,3,0.68816863,
O00214,317,1,-0.287081313,
O00295,520,1,-0.378145153,
O00327,626,2,0.267451451,
O00338,296,1,-0.277660916,
O00461,696,2,0.236050126,
O00462,879,2,0.153958093,
O00472,640,1,-0.431975995,
O00478,584,2,0.286292245,
O00505,521,2,0.314553437,
O00506,426,2,0.35716952,
O00560,298,1,-0.278558097,
O00567,594,2,0.281806342,
O00570,391,1,-0.320276999,
O00571,662,2,0.251302198,
O00592,558,1,-0.395191586,
O00629,521,2,0.314553437,
O00712,420,1,-0.333286119,
O00716,465,1,-0.353472684,
O00746,187,2,0.464382612,
O00755,349,2,0.391710976,
O00764,312,1,-0.284838361,
O14503,412,2,0.363449785,
O14530,226,2,0.446887589,
O14562,309,1,-0.28349259,
O14610,69,1,-0.175830907,
O14638,875,1,-0.537394726,
O14672,748,1,-0.480423752,
O14730,519,1,-0.377696563,
O14744,637,2,0.262516957,
O14757,476,1,-0.358407178,
O14776,1098,3,0.461181915,
O14787,897,4,0.839030647,
O14792,307,2,0.410551771,
O14843,346,1,-0.300090433,
O14862,343,1,-0.298744662,
O14908,333,1,-0.294258759,
O14924,1447,1,-0.793988404,
O14958,399,3,0.774746567,
O14975,620,1,-0.423004188,
O14990,202,1,-0.235493423,
O14994,580,2,0.288086606,
O15014,1411,2,-0.084691971,
O15037,678,3,0.649589861,
O15041,775,4,0.89375867,
O15042,1029,2,0.086669541,
O15084,1053,2,0.075903373,
O15090,1300,3,0.370566665,
O15143,372,1,-0.311753782,
O15151,490,1,-0.364687443,
O15173,223,1,-0.244913821,
O15211,777,3,0.605179416,
O15213,610,3,0.680094004,
O15232,486,1,-0.362893082,
O15234,703,1,-0.460237187,
O15254,700,2,0.234255765,
O15269,473,2,0.336085773,
O15270,562,1,-0.396985948,
O15296,676,1,-0.448125247,
O15335,359,1,-0.305922108,
O15344,667,2,0.249059246,
O15355,546,1,-0.389808502,
O15381,856,4,0.857422852,
O15400,261,1,-0.261960254,
O15460,535,2,0.308273172,
O15482,410,1,-0.328800215,
O15530,556,1,-0.394294406,
O15539,181,2,0.467074155,
O15554,427,2,0.356720929,
O43150,1006,1,-0.596160062,
O43184,909,2,0.140500383,
O43248,304,3,0.81736265,
O43278,529,2,0.310964714,
O43290,800,1,-0.50375045,
O43293,454,4,1.037756171,
O43301,675,2,0.245470524,
O43310,598,1,-0.4131352,
O43325,122,3,0.899006093,
O43379,1518,1,-0.825838319,
O43427,364,1,-0.308165059,
O43463,412,1,-0.329697396,
O43513,233,1,-0.249399724,
O43559,492,1,-0.365584624,
O43781,588,1,-0.408649297,
O43813,399,1,-0.323865721,
O43837,385,1,-0.317585457,
O43927,109,1,-0.193774521,
O60218,316,3,0.811979566,
O60262,68,2,0.517764864,
O60353,706,3,0.637029331,
O60391,1043,1,-0.612757904,
O60447,810,8,1.571205188,
O60551,498,2,0.324871015,
O60583,730,1,-0.472349126,
O60641,907,1,-0.551749617,
O60716,968,2,0.114033552,
O60762,260,1,-0.261511663,
O60925,122,2,0.493540985,
O60930,286,1,-0.273175012,
O60934,754,2,0.210031886,
O60936,208,1,-0.238184965,
O60939,215,1,-0.241325098,
O75019,489,2,0.328908328,
O75031,334,1,-0.294707349,
O75074,770,2,0.202854441,
O75077,832,1,-0.518105341,
O75083,606,3,0.681888366,
O75096,1905,4,0.386851578,
O75121,409,1,-0.328351625,
O75128,1261,1,-0.7105506,
O75132,1171,2,0.022969712,
O75151,1096,2,0.056613988,
O75170,966,4,0.808077913,
O75175,753,3,0.615945585,
O75251,213,1,-0.240427917,
O75312,459,1,-0.350781142,
O75334,1257,4,0.677538123,
O75335,1185,4,0.709836628,
O75342,701,1,-0.459340006,
O75347,108,3,0.905286358,
O75363,584,1,-0.406854935,
O75386,442,1,-0.343155106,
O75391,227,1,-0.246708182,
O75420,1035,2,0.083977999,
O75431,263,1,-0.262857434,
O75448,989,1,-0.588534026,
O75478,443,1,-0.343603697,
O75487,556,1,-0.394294406,
O75541,412,2,0.363449785,
O75570,445,1,-0.344500877,
O75582,802,4,0.88164673,
O75596,197,2,0.459896709,
O75608,230,1,-0.248053953,
O75677,317,2,0.406065867,
O75678,378,2,0.378701856,
O75679,317,2,0.406065867,
O75683,361,4,1.079475073,
O75695,350,1,-0.301884794,
O75818,363,1,-0.307716469,
O75828,277,1,-0.269137699,
O75830,405,3,0.772055025,
O75874,414,1,-0.330594577,
O75882,1429,2,-0.092766597,
O75907,488,1,-0.363790262,
O75914,559,1,-0.395640177,
O75936,387,2,0.374664543,
O75937,253,4,1.12792283,
O75943,681,2,0.242778982,
O75949,473,2,0.336085773,
O75952,493,3,0.732579075,
O76054,403,2,0.367487098,
O76095,146,1,-0.210372364,
O94769,699,1,-0.458442825,
O94788,518,3,0.721364316,
O94805,426,1,-0.335977661,
O94905,339,1,-0.296950301,
O94916,1531,1,-0.831669993,
O94919,500,1,-0.369173346,
O94929,683,3,0.647346909,
O94941,541,3,0.711046738,
O94956,709,2,0.230218452,
O94992,359,1,-0.305922108,
O94993,753,2,0.210480477,
O95006,317,1,-0.287081313,
O95067,398,1,-0.323417131,
O95073,299,1,-0.279006687,
O95081,481,2,0.332497051,
O95139,128,1,-0.202297738,
O95140,757,3,0.614151223,
O95168,129,2,0.490400853,
O95229,277,2,0.424009481,
O95236,402,1,-0.325211492,
O95243,580,2,0.288086606,
O95302,570,2,0.29257251,
O95340,614,3,0.678299643,
O95359,2948,6,0.324436956,
O95363,451,2,0.345954761,
O95391,586,2,0.285395064,
O95395,438,1,-0.341360745,
O95402,600,6,1.377727088,
O95429,457,1,-0.349883962,
O95452,261,1,-0.261960254,
O95456,288,1,-0.274072193,
O95561,183,1,-0.226970207,
O95620,317,1,-0.287081313,
O95644,943,2,0.125248311,
O95671,621,1,-0.423452778,
O95696,1058,6,1.17227271,
O95716,219,1,-0.243119459,
O95747,527,3,0.717327003,
O95755,333,1,-0.294258759,
O95816,211,1,-0.239530736,
O95831,613,1,-0.419864056,
O96001,155,1,-0.214409677,
O96004,215,1,-0.241325098,
O96006,694,2,0.236947307,
O96013,591,2,0.283152113,
O96019,429,1,-0.337323432,
P00325,375,1,-0.313099553,
P00326,375,1,-0.313099553,
P00367,558,1,-0.395191586,
P00439,452,1,-0.34764101,
P00505,430,3,0.760840266,
P00568,194,1,-0.231904701,
P00709,142,1,-0.208578003,
P00742,488,1,-0.363790262,
P00966,412,1,-0.329697396,
P01009,418,1,-0.332388938,
P01042,644,1,-0.433770356,
P01111,189,1,-0.229661749,
P01112,189,1,-0.229661749,
P01148,92,1,-0.186148485,
P02511,175,1,-0.223381484,
P02671,866,1,-0.533357413,
P02708,482,1,-0.36109872,
P02786,760,1,-0.485806836,
P02792,175,1,-0.223381484,
P03951,625,2,0.267900041,
P03956,469,2,0.337880135,
P04066,466,1,-0.353921275,
P04085,211,4,1.146763625,
P04198,464,2,0.340123087,
P04350,444,2,0.349094894,
P04818,313,1,-0.285286952,
P05026,303,1,-0.280801048,
P05062,364,3,0.790447229,
P05089,322,1,-0.289324265,
P05093,508,2,0.320385111,
P05129,697,1,-0.457545645,
P05154,406,1,-0.327005854,
P05156,583,1,-0.406406345,
P05412,331,1,-0.293361578,
P05452,202,1,-0.235493423,
P05455,408,2,0.365244146,
P05814,226,1,-0.246259592,
P06133,528,1,-0.381733876,
P06213,1382,3,0.333782257,
P06702,114,1,-0.196017473,
P06703,90,1,-0.185251305,
P06727,396,2,0.37062723,
P06746,335,1,-0.295155939,
P07197,916,1,-0.55578693,
P07202,933,1,-0.563412966,
P07237,508,1,-0.372762069,
P07327,375,1,-0.313099553,
P07355,339,1,-0.296950301,
P07437,444,2,0.349094894,
P07585,359,1,-0.305922108,
P07864,332,2,0.399337012,
P08133,673,1,-0.446779476,
P08134,193,1,-0.23145611,
P08319,380,1,-0.315342505,
P08575,1304,3,0.368772304,
P08581,1390,2,-0.075271574,
P08621,437,1,-0.340912155,
P08670,466,5,1.255516638,
P09104,434,1,-0.339566384,
P09543,421,4,1.052559652,
P09603,554,2,0.299749955,
P09661,255,1,-0.259268712,
P09758,323,2,0.403374325,
P09769,529,2,0.310964714,
P09871,688,2,0.239638849,
P09914,478,2,0.333842822,
P0C6S8,592,1,-0.410443658,
P0C7P3,912,2,0.139154612,
P0C7P4,283,2,0.421317939,
P0C7T5,689,2,0.239190259,
P0C7T8,217,1,-0.242222278,
P0C7V8,631,2,0.265208499,
P0C7W6,258,1,-0.260614483,
P0C7X5,589,1,-0.409097887,
P0C843,101,1,-0.190185798,
P0C881,870,1,-0.535151774,
P0CB48,400,1,-0.324314312,
P0CE71,109,1,-0.193774521,
P0CE72,109,1,-0.193774521,
P0CG33,693,8,1.623690258,
P0CG38,1075,2,0.066034385,
P0CG39,1038,2,0.082632228,
P0DMU9,189,1,-0.229661749,
P0DMV1,189,2,0.463485432,
P0DMV2,189,2,0.463485432,
P0DMV8,641,1,-0.432424585,
P0DMV9,641,1,-0.432424585,
P10145,99,1,-0.189288618,
P10155,538,1,-0.38621978,
P10244,700,1,-0.458891416,
P10589,423,1,-0.33463189,
P10645,457,1,-0.349883962,
P10721,976,2,0.110444829,
P10997,89,1,-0.184802714,
P11021,654,3,0.660356029,
P11142,646,2,0.258479644,
P11387,765,3,0.610562501,
P11586,935,1,-0.564310147,
P11684,91,1,-0.185699895,
P11926,461,1,-0.351678323,
P11940,636,3,0.668430655,
P12034,268,1,-0.265100386,
P12036,1026,5,1.004306044,
P12271,317,1,-0.287081313,
P12524,364,1,-0.308165059,
P12532,417,2,0.361206833,
P12830,882,1,-0.540534859,
P12931,536,1,-0.385322599,
P12955,493,1,-0.366033214,
P13051,313,2,0.407860229,
P13521,617,1,-0.421658417,
P13674,534,1,-0.384425418,
P13682,527,1,-0.381285286,
P13726,295,1,-0.277212325,
P13797,630,1,-0.427490091,
P13928,327,1,-0.291567217,
P14317,486,1,-0.362893082,
P14373,513,1,-0.375005021,
P14616,1297,1,-0.726699852,
P14618,531,1,-0.383079647,
P14672,509,2,0.319936521,
P14778,569,3,0.698486208,
P15088,417,1,-0.331940348,
P15313,513,1,-0.375005021,
P15498,845,3,0.574675273,
P15559,274,2,0.425355252,
P15586,552,1,-0.392500044,
P16234,1089,2,0.05975412,
P16278,677,1,-0.448573838,
P16562,243,1,-0.253885627,
P16870,476,2,0.334740002,
P16949,149,4,1.174576226,
P17040,1043,1,-0.612757904,
P17066,643,2,0.259825415,
P17181,557,1,-0.394742996,
P17252,672,1,-0.446330886,
P17275,347,2,0.392608157,
P17301,1181,3,0.423948917,
P17302,382,2,0.376907495,
P17342,541,1,-0.387565551,
P17481,243,1,-0.253885627,
P17540,419,3,0.76577476,
P17544,494,1,-0.366481804,
P17600,705,2,0.232012813,
P17612,351,3,0.796278904,
P17844,614,3,0.678299643,
P17861,261,1,-0.261960254,
P17987,556,2,0.298852775,
P18065,325,1,-0.290670036,
P18440,290,2,0.418177807,
P18754,421,3,0.76487758,
P18846,271,1,-0.266446157,
P19338,710,1,-0.463377319,
P19438,455,1,-0.348986781,
P19440,569,2,0.2930211,
P19532,575,1,-0.402817622,
P19784,350,1,-0.301884794,
P19801,751,1,-0.481769523,
P19876,107,1,-0.19287734,
P19971,482,1,-0.36109872,
P20226,339,1,-0.296950301,
P20594,1047,2,0.078594915,
P20813,491,1,-0.365136033,
P20916,626,1,-0.42569573,
P20930,4061,2,-1.273456388,
P21127,795,2,0.191639682,
P21333,2647,2,-0.639149639,
P21397,527,2,0.311861895,
P21580,790,2,0.193882634,
P21757,451,2,0.345954761,
P21802,821,1,-0.513170848,
P21926,228,1,-0.247156772,
P22003,454,3,0.750074098,
P22102,1010,2,0.095192758,
P22304,550,1,-0.391602864,
P22413,925,1,-0.559824243,
P22694,351,2,0.390813796,
P23109,780,1,-0.494778643,
P23141,567,1,-0.3992289,
P23297,94,1,-0.187045666,
P23946,247,3,0.8429323,
P23975,617,2,0.271488764,
P24046,479,2,0.333394231,
P24468,414,1,-0.330594577,
P24863,283,4,1.11446512,
P24941,298,2,0.414589084,
P25054,2843,3,-0.321608239,
P25092,1073,1,-0.626215615,
P25440,801,1,-0.504199041,
P25445,335,1,-0.295155939,
P25788,255,1,-0.259268712,
P26373,211,1,-0.239530736,
P26718,216,1,-0.241773688,
P26927,711,2,0.229321271,
P27930,398,1,-0.323417131,
P27987,946,1,-0.569244641,
P28330,430,1,-0.337772022,
P28476,465,1,-0.353472684,
P28702,533,1,-0.383976828,
P28907,300,1,-0.279455277,
P29218,277,1,-0.269137699,
P29317,976,2,0.110444829,
P29353,583,1,-0.406406345,
P29460,328,2,0.401131374,
P30085,196,2,0.460345299,
P30101,505,2,0.321730882,
P30307,473,1,-0.357061407,
P30411,391,2,0.372870182,
P30414,1462,1,-0.800717259,
P30519,316,1,-0.286632723,
P30532,468,2,0.338328725,
P30533,357,1,-0.305024927,
P30838,453,1,-0.3480896,
P31152,587,3,0.690411582,
P31270,313,3,0.813325337,
P31271,388,1,-0.318931228,
P31276,330,1,-0.292912988,
P31277,338,4,1.089792651,
P31321,381,1,-0.315791095,
P31641,620,1,-0.423004188,
P31645,630,1,-0.427490091,
P31947,248,1,-0.256128579,
P31948,543,1,-0.388462731,
P32238,428,1,-0.336874841,
P32455,592,7,1.535466491,
P33121,698,1,-0.457994235,
P33260,490,1,-0.364687443,
P33261,490,2,0.328459738,
P33908,653,2,0.255339511,
P34820,402,2,0.367935688,
P34903,492,1,-0.365584624,
P34931,641,1,-0.432424585,
P35225,146,1,-0.210372364,
P35452,270,1,-0.265997567,
P35453,343,1,-0.298744662,
P35568,1242,1,-0.702027383,
P35610,550,1,-0.391602864,
P35670,1465,2,-0.10891585,
P35813,382,1,-0.316239686,
P35998,433,1,-0.339117793,
P36268,569,2,0.2930211,
P36957,453,1,-0.3480896,
P37198,522,5,1.230395578,
P37275,1124,1,-0.649093722,
P38606,617,2,0.271488764,
P38646,679,3,0.64914127,
P39210,176,1,-0.223830074,
P40227,531,2,0.310067533,
P40259,229,1,-0.247605363,
P40818,1118,2,0.046745,
P40938,356,2,0.388570844,
P41208,172,1,-0.222035713,
P41219,470,4,1.030578725,
P41222,190,1,-0.230110339,
P41225,446,1,-0.344949468,
P41247,253,1,-0.258371531,
P41586,468,2,0.338328725,
P41597,374,1,-0.312650963,
P41743,596,2,0.280909161,
P42081,329,1,-0.292464397,
P42357,657,1,-0.439602031,
P42568,568,2,0.293469691,
P42892,770,1,-0.49029274,
P43005,524,1,-0.379939515,
P43220,463,1,-0.352575504,
P43403,619,2,0.270591583,
P43652,599,1,-0.413583791,
P45985,399,1,-0.323865721,
P46063,649,1,-0.436013308,
P46087,812,1,-0.509133534,
P46092,362,1,-0.307267879,
P47710,185,1,-0.227867387,
P47736,663,1,-0.442293573,
P47895,512,1,-0.374556431,
P47902,265,1,-0.263754615,
P48200,963,2,0.116276504,
P48448,385,1,-0.317585457,
P48595,397,1,-0.322968541,
P48739,271,1,-0.266446157,
P48740,699,1,-0.458442825,
P48960,835,1,-0.519451112,
P48995,793,1,-0.500610318,
P49069,296,1,-0.277660916,
P49247,311,2,0.40875741,
P49406,292,1,-0.275866554,
P49448,558,1,-0.395191586,
P49458,86,1,-0.183456943,
P49585,367,1,-0.30951083,
P49589,748,2,0.212723428,
P49593,454,1,-0.34853819,
P49642,420,1,-0.333286119,
P49643,509,4,1.013083702,
P49703,201,2,0.458102348,
P49715,358,2,0.387673663,
P49747,757,4,0.901833296,
P49756,843,1,-0.523039835,
P49895,249,1,-0.25657717,
P49903,392,1,-0.320725589,
P49913,170,1,-0.221138532,
P50502,369,1,-0.310408011,
P50539,228,1,-0.247156772,
P50616,345,1,-0.299641843,
P51116,673,2,0.246367704,
P51151,201,1,-0.235044833,
P51530,1060,2,0.07276324,
P51572,246,2,0.437915782,
P51665,324,1,-0.290221446,
P51784,963,3,0.521741612,
P51787,676,3,0.650487041,
P51793,760,1,-0.485806836,
P51811,444,1,-0.344052287,
P51825,1210,4,0.698621869,
P51828,1080,1,-0.629355747,
P51946,323,1,-0.289772855,
P51948,309,1,-0.28349259,
P52298,156,1,-0.214858267,
P52429,567,1,-0.3992289,
P52594,562,2,0.296161233,
P52756,815,1,-0.510479305,
P53004,296,1,-0.277660916,
P53597,346,1,-0.300090433,
P53708,1063,1,-0.621729711,
P53814,917,4,0.83005884,
P54098,1239,2,-0.007534432,
P54253,815,1,-0.510479305,
P54577,528,3,0.716878413,
P54578,494,1,-0.366481804,
P54687,386,1,-0.318034047,
P55011,1212,1,-0.688569673,
P55058,493,3,0.732579075,
P55197,1068,3,0.474639626,
P55198,1093,6,1.156572048,
P55263,362,1,-0.307267879,
P55285,790,1,-0.499264547,
P55884,814,6,1.281728754,
P55899,365,1,-0.30861365,
P56693,466,1,-0.353921275,
P56962,302,1,-0.280352458,
P56975,720,2,0.225283958,
P57075,661,1,-0.441396392,
P57077,242,2,0.439710143,
P57682,345,1,-0.299641843,
P57773,515,4,1.01039216,
P58004,480,1,-0.360201539,
P58400,442,1,-0.343155106,
P59768,71,1,-0.176728088,
P59910,316,1,-0.286632723,
P59998,168,1,-0.220241352,
P60228,445,3,0.754111411,
P60660,151,1,-0.212615316,
P60866,119,1,-0.198260425,
P61019,212,1,-0.239979327,
P61086,200,3,0.864016046,
P61160,394,1,-0.32162277,
P61201,443,1,-0.343603697,
P61289,254,2,0.434327059,
P61421,351,1,-0.302333385,
P61587,244,1,-0.254334218,
P61619,476,3,0.740205111,
P61626,148,1,-0.211269545,
P61764,594,1,-0.411340839,
P61952,73,2,0.515521912,
P61964,334,1,-0.294707349,
P62195,406,1,-0.327005854,
P62256,183,1,-0.226970207,
P62269,152,1,-0.213063906,
P62333,389,3,0.779232471,
P62834,184,1,-0.227418797,
P63173,70,1,-0.176279498,
P63211,74,1,-0.178073859,
P63215,75,1,-0.178522449,
P68371,445,2,0.348646303,
P68400,391,1,-0.320276999,
P78347,998,4,0.793723022,
P78380,273,1,-0.267343338,
P78406,368,1,-0.309959421,
P78545,371,1,-0.311305192,
P78552,427,1,-0.336426251,
P79483,266,1,-0.264203205,
P83111,547,1,-0.390257093,
P84095,191,1,-0.230558929,
P98082,770,2,0.202854441,
P98155,873,1,-0.536497545,
P98182,395,2,0.37107582,
P98198,1209,1,-0.687223902,
Q00526,305,2,0.411448952,
Q00535,292,2,0.417280626,
Q00577,322,2,0.403822916,
Q00722,1185,5,0.932980179,
Q00872,1141,3,0.44189253,
Q00973,533,1,-0.383976828,
Q00994,111,1,-0.194671702,
Q01085,375,1,-0.313099553,
Q01130,221,1,-0.24401664,
Q01851,419,1,-0.332837528,
Q02297,640,1,-0.431975995,
Q02747,115,1,-0.196466063,
Q02817,5179,2,-1.774980395,
Q02818,461,7,1.594231826,
Q02833,373,5,1.29723554,
Q02878,288,2,0.419074988,
Q02880,1626,4,0.512008285,
Q03111,559,1,-0.395640177,
Q03112,1051,2,0.076800553,
Q03169,654,2,0.254890921,
Q03426,396,1,-0.32251995,
Q03518,808,2,0.185808008,
Q04323,297,1,-0.278109506,
Q04446,702,1,-0.459788596,
Q04637,1599,4,0.524120224,
Q04759,706,1,-0.461582958,
Q04864,619,1,-0.422555598,
Q04917,246,1,-0.255231399,
Q05195,221,1,-0.24401664,
Q05516,673,1,-0.446779476,
Q05519,484,1,-0.361995901,
Q05682,793,9,1.69661426,
Q05823,741,4,0.909010741,
Q05DH4,1040,1,-0.611412133,
Q06136,332,2,0.399337012,
Q06323,249,1,-0.25657717,
Q06547,395,1,-0.32207136,
Q06609,339,1,-0.296950301,
Q06787,632,3,0.670225017,
Q06945,474,1,-0.357509997,
Q07020,188,1,-0.229213158,
Q07666,443,1,-0.343603697,
Q08257,329,1,-0.292464397,
Q08379,1002,3,0.504246589,
Q08477,520,1,-0.378145153,
Q09161,790,5,1.110173366,
Q0VAA2,488,1,-0.363790262,
Q0VAK6,560,1,-0.396088767,
Q0VFZ6,552,5,1.216937868,
Q0VG06,881,3,0.55852602,
Q0ZGT2,675,4,0.938617704,
Q12792,350,1,-0.301884794,
Q12816,1431,3,0.31180133,
Q12824,385,2,0.375561724,
Q12837,409,1,-0.328351625,
Q12851,820,2,0.180424923,
Q12852,859,4,0.85607708,
Q12894,506,1,-0.371864888,
Q12899,539,3,0.711943919,
Q12904,312,1,-0.284838361,
Q12918,225,1,-0.245811001,
Q12931,704,2,0.232461404,
