Entry	Cross-reference (eggNOG)
P60328	ENOG410J6Z1;ENOG4111EDC;
Q52LG2	ENOG410J2YJ;ENOG41119RP;
Q3LI76	ENOG410J2YJ;ENOG41119RP;
A8MUX0	ENOG410IJB6;ENOG410XUVQ;
Q8IUB9	
Q3LI72	ENOG410KCJM;ENOG4110NWA;
Q3LI62	ENOG410KFGB;ENOG4110NT1;
Q3LI59	ENOG410KCD5;ENOG4110P37;
Q3LI68	ENOG410IV3G;ENOG4110PP3;
Q9BYS1	KOG4726;ENOG410XY8D;
Q9BYR8	KOG4726;ENOG410XY8D;
Q9BYR5	KOG4726;ENOG410XY8D;
Q9BYR2	
Q9BYR0	
Q6L8H4	
Q701N4	
Q701N2	
Q6L8G8	ENOG410KC6R;ENOG4110P9Z;
Q3LI64	
Q8IUC3	
A8MXZ3	ENOG410KC5E;ENOG4111612;
Q9BYQ3	ENOG410JE2D;ENOG41118YY;
Q9BYQ2	ENOG410JE2D;ENOG41118YY;
Q9BYP9	
Q6ZNG9	KOG0017;COG2801;
O76013	ENOG410IFTF;ENOG410Y9IV;
Q14533	ENOG410IH1H;ENOG41113GZ;
P78386	ENOG410IH1H;ENOG41113GZ;
Q9UK32	KOG0598;ENOG410XNPH;
P23443	KOG0598;ENOG410XNPH;
Q96S38	KOG0603;KOG2101;ENOG410ZH1N;
P01602	
Q9BY32	KOG3222;COG0127;
Q92613	KOG0954;COG5141;
P78504	KOG1217;ENOG410XP6K;
Q9Y219	KOG1217;ENOG410XP6K;
Q9P055	KOG3744;ENOG410XSIG;
Q96AA8	ENOG410II6X;ENOG4110F4A;
A6ND01	ENOG410IFFP;ENOG4111IU4;
Q14695	ENOG410J6VE;ENOG4111AAR;
Q92628	ENOG410IK75;ENOG41125KI;
O60303	ENOG410IFZD;ENOG410XR37;
Q2LD37	KOG3596;ENOG410XT7P;
P19012	ENOG410IFTF;ENOG410Y9IV;
Q2M2I5	ENOG410IFTF;ENOG410Y9IV;
Q6A162	ENOG410IFTS;ENOG41119VC;
P35527	ENOG410IEYG;ENOG4111C5Z;
Q8IYS2	KOG3778;ENOG410YFSK;
Q7Z794	ENOG410IVT1;ENOG4111ACY;
Q8N1N4	ENOG410IHY4;ENOG4111DA8;
P08729	ENOG410IG4R;ENOG410YY6B;
Q9UBP8	ENOG410JGC7;ENOG41118AS;
Q96M32	KOG3078;COG0563;
A0AUZ9	ENOG410IVCE;ENOG4111T12;
P31323	KOG1113;COG0664;
P22694	KOG0616;ENOG410XPQQ;
Q92993	KOG2747;COG5027;
Q8WYB5	KOG2747;COG5027;
Q9H7Z6	KOG2747;COG5027;
Q8IYT4	KOG0738;ENOG410XPN7;
Q96I82	ENOG410IEZ4;ENOG410Y7A9;
Q9UQM7	KOG0033;ENOG410XNRX;
Q13554	KOG0033;ENOG410XNRX;
Q96SI1	KOG2723;ENOG410Z155;
Q9NZI2	KOG0044;COG5126;
Q9NS61	
Q9Y691	ENOG410IEU4;ENOG4111FIG;
Q14721	KOG3713;COG1226;
Q92953	KOG3713;COG1226;
Q9ULH0	KOG0502;COG0666;
O60938	KOG0619;COG4886;
Q16774	KOG0707;COG0194;
O60341	KOG0029;KOG0685;ENOG410XSNC;
Q9Y4C1	KOG1356;ENOG410XTAA;
Q9UGL1	KOG1246;ENOG410XR9J;
P41229	KOG1246;ENOG410XR9J;
Q06136	KOG1210;ENOG410YF8M;
Q14145	KOG4441;ENOG410XNX8;
Q4VXA5	ENOG410J7N5;ENOG4111ED1;
Q5VWX1	KOG1588;COG5176;
Q96J84	KOG3510;ENOG410XPX0;
Q8TBQ9	KOG3808;ENOG4112243;
P04183	KOG3125;COG1435;
Q9Y2Y9	KOG1721;COG5048;
P57682	KOG1721;COG5048;
Q13887	KOG1721;COG5048;
O94889	KOG4441;ENOG410XNX8;
Q9Y2M5	KOG4441;ENOG410XNX8;
Q9NZS2	KOG4297;ENOG410XPJ1;
Q9UMN6	KOG1084;COG2940;
O14686	KOG4443;COG2940;
A6PVL3	
Q93100	KOG3635;ENOG410XPJZ;
P05771	KOG0694;ENOG410XNPH;
Q02156	KOG0694;ENOG410XNPH;
P24723	KOG0694;ENOG410XNPH;
Q05513	KOG0695;ENOG410ZMG2;
P14618	KOG2323;COG0469;
P60368	ENOG410JH3R;ENOG4111BSI;
P60372	ENOG410J9PE;ENOG4111BE4;
P60371	KOG4726;ENOG410XY8D;
P60410	ENOG410JBGI;ENOG41118FU;
Q8IUC1	ENOG410J23J;ENOG411180K;
P59991	ENOG410J6Z1;ENOG4111EDC;
Q3SY46	ENOG410IRAP;ENOG4110Q16;
Q9BYP8	ENOG410KHIE;ENOG4110NSK;
Q3LHN2	ENOG410KC7W;ENOG4110P8R;
Q3LI73	
Q3LI54	ENOG410KCDZ;ENOG4110P2E;
Q3LHN0	ENOG410JFY1;ENOG4111AMQ;
Q3LI81	KOG4726;ENOG410XY8D;
Q9BYQ6	ENOG410JD6Q;ENOG410ZG1J;
Q6L8G4	
P0C5Y4	KOG4726;ENOG410XY8D;
Q6L8G9	
Q3LI66	
Q86SY8	ENOG410IUXD;ENOG4110PSU;
A0A075B6S4	
A0A075B6S2	
P01593	
Q9UNZ5	ENOG410J3AY;ENOG4112C7F;
Q14657	ENOG410J4BY;ENOG410Y0JU;
Q6GTX8	ENOG410J37Q;ENOG41119RI;
A4D0S4	KOG0994;ENOG410XPEG;
Q9Y6N6	ENOG410IP68;ENOG4111F9V;
Q6PKG0	KOG2590;COG5193;
Q14847	KOG1702;ENOG4111GQ8;
Q8MH63	
O43561	
Q8IWV1	ENOG410IVGH;ENOG41119TZ;
Q14739	KOG1435;ENOG410XP67;
Q5VSP4	
Q5T7P3	
Q5TA82	ENOG410KC5H;ENOG41115GY;
A0A183	ENOG410JJQZ;ENOG4111B51;
Q5JSQ8	ENOG410J7N5;ENOG4111ED1;
P50053	KOG2947;ENOG4111F4Q;
Q14954	
Q14952	
Q14953	
A8MWS1	
Q9H7L2	ENOG410JB08;ENOG411179U;
Q2M2Z5	
Q5H943	ENOG410J1QT;ENOG4111405;
Q9UIH9	KOG1721;COG5048;
Q96M94	KOG4441;ENOG410XNX8;
Q8NBE8	KOG4441;ENOG410XNX8;
Q8N239	KOG4441;ENOG410XNX8;
Q2WGJ6	KOG4441;ENOG410XNX8;
Q96PQ7	KOG4441;ENOG410XNX8;
Q8IXQ5	KOG4441;ENOG410XNX8;
Q9UBX7	KOG3627;COG5640;
O60259	
P03952	KOG3627;COG5640;
P46019	KOG3635;ENOG410XPJZ;
Q15139	KOG4236;ENOG410XQZ3;
P11801	KOG0032;ENOG410XRMJ;
Q9BYU5	KOG4726;ENOG410XY8D;
Q107X0	
Q92764	ENOG410IHJD;ENOG410YK2A;
O76014	ENOG410J94T;ENOG4111D61;
P78385	ENOG410IH1H;ENOG41113GZ;
O76009	ENOG410IF9P;ENOG410YK2A;
P23919	KOG3327;COG0125;
Q15334	KOG1983;ENOG410XS6Z;
Q6P1M3	KOG1983;ENOG410XS6Z;
Q9Y6C7	
Q8IV20	ENOG410IHUK;COG1496;
P07942	KOG0994;ENOG410XPEG;
P11279	KOG4818;ENOG410XQ96;
O43813	KOG2787;ENOG410XQIA;
Q86VI4	ENOG410IGWG;ENOG4111K1Z;
Q9UIC8	KOG2918;ENOG410YB9K;
Q6UWW0	ENOG410IWK3;ENOG410XQNP;
Q9H6V9	KOG3975;ENOG410ZTV7;
O43679	KOG2181;ENOG410YZVH;
O75112	
P00338	KOG1495;COG0039;
P01130	ENOG410IPSW;ENOG410Z5FJ;
Q9UJU2	KOG3248;ENOG41109RU;
Q9BQ13	KOG2723;ENOG410Z155;
Q17RG1	KOG0342;KOG2723;COG0513;
Q4G0X4	KOG2723;ENOG410Z155;
Q9UNX9	KOG3827;ENOG410XQ62;
Q12791	
Q9P0J7	KOG1280;ENOG410XRX5;
P17658	KOG1545;COG1226;
Q96RP8	KOG1545;COG1226;
P48547	KOG3713;COG1226;
Q9NSA2	KOG4390;COG1226;
Q9NZV8	KOG4390;COG1226;
Q8WWG9	ENOG410IWSX;ENOG41129VY;
Q8TDN1	KOG3713;COG1226;
Q96L42	KOG0498;ENOG410XPSE;
P63252	KOG3827;ENOG410XQ62;
Q15842	KOG3827;ENOG410XQ62;
O14649	KOG4404;ENOG410XRZJ;
O95279	KOG1418;COG1226;
P57789	KOG1418;COG1226;
Q9H427	KOG4404;ENOG410XRZJ;
Q96T54	KOG1418;COG1226;
P56696	KOG1419;COG1226;
Q8N5I3	KOG2723;ENOG410Z155;
Q96KK3	KOG3713;COG1226;
Q9BQ31	KOG3713;COG1226;
Q8TDN2	KOG3713;COG1226;
Q9Y597	KOG2714;ENOG410XSWI;
Q96MP8	
O15054	KOG1124;KOG1246;ENOG410XR9J;
Q8N371	KOG2132;ENOG410XQDR;
Q86VH2	KOG0244;COG5059;
A0A0A0MT89	
Q5VTJ3	KOG1072;ENOG4110X8D;
Q9BQ90	KOG0379;ENOG410Y5WM;
Q8NEP7	KOG0379;ENOG410Y5WM;
Q8TD94	KOG1721;COG5048;
Q13351	KOG1721;COG5048;
Q53G59	KOG4441;ENOG410XNX8;
Q9UJP4	KOG4441;ENOG410XNX8;
Q53GT1	KOG4441;ENOG410XNX8;
Q6TFL4	KOG4441;ENOG410XNX8;
A6NCF5	KOG1072;ENOG4110X8D;
Q6PF15	KOG4441;ENOG410XNX8;
Q2TBA0	KOG4441;ENOG410XNX8;
Q9NR64	KOG4441;ENOG410XNX8;
O95198	KOG4441;ENOG410XNX8;
Q9C0H6	KOG4441;ENOG410XNX8;
Q9UKR3	KOG3627;COG5640;
Q9H2R5	KOG3627;COG5640;
P06870	KOG3627;COG5640;
P20151	KOG3627;COG5640;
Q92876	KOG3627;COG5640;
Q9UKQ9	KOG3627;COG5640;
Q9UEF7	KOG0626;COG2723;
A4D1S0	KOG4297;ENOG410XPJ1;
O15229	KOG2614;COG0654;
Q96QS6	KOG0032;ENOG410XRMJ;
P60370	ENOG410JH3R;ENOG4111BSI;
P60409	ENOG410JBCF;ENOG4111398;
P60411	ENOG410JNRG;ENOG41116YF;
Q8IUC0	ENOG410J2YJ;ENOG41119RP;
Q3LI63	
Q6L8G5	
A6NCN2	
Q9BYT5	KOG4726;ENOG410XY8D;
Q3LI67	
Q9BYQ4	ENOG410JE2D;ENOG41118YY;
A8MVA2	
Q9BYQ0	ENOG410JE2D;ENOG41118YY;
O00522	KOG4335;ENOG410ZV6V;
Q13601	KOG2874;COG1094;
Q9NSB4	ENOG410IG4R;ENOG410YY6B;
Q9NSB2	ENOG410IG4R;ENOG410YY6B;
Q15349	KOG0598;ENOG410XNPH;
O75676	KOG0598;ENOG410XNPH;
Q9UBS0	KOG0598;ENOG410XNPH;
Q8IVT5	KOG0193;ENOG410Y4UP;
Q6VAB6	KOG0193;ENOG410Y4UP;
Q96EK9	KOG3062;COG4088;
Q9H9P8	KOG2665;COG0579;
Q49AS3	
O00515	ENOG410IIRJ;ENOG410YZPA;
Q16363	ENOG410IP6G;ENOG410Z3D5;
O95235	KOG0247;COG5059;
O75037	KOG0244;COG5059;
P43627	
Q99706	
P43632	
P43629	ENOG410JAMM;ENOG410ZT7K;
Q8N743	ENOG410JAMM;ENOG410ZT7K;
Q8N7Y1	
Q8IX03	KOG3209;COG5021;
Q9UIL4	KOG0239;COG5059;
Q99661	KOG0246;COG5059;
O15066	KOG0240;COG5059;
O95239	KOG0244;COG5059;
Q96AC6	KOG0239;COG5059;
O60870	KOG2837;ENOG410XRJ7;
P33176	KOG0240;COG5059;
Q6JEL2	KOG4441;ENOG410XNX8;
Q1ED39	ENOG410IVRA;ENOG41120AA;
Q05655	KOG0694;ENOG410XNPH;
Q14558	KOG1503;COG0462;
Q5T749	ENOG410J21S;ENOG410XY8H;
Q7Z4W3	
Q3SYF9	ENOG410KC9C;ENOG4110P76;
Q3LI61	
Q3MIV0	ENOG410IUWU;ENOG4110PT1;
A8MX34	ENOG410IVEJ;ENOG410Y71K;
Q9BQ66	ENOG410JD6Q;ENOG410ZG1J;
Q8IUG1	
Q9BYQ7	KOG4726;ENOG410XY8D;
Q9BYR3	ENOG410KC9H;ENOG4110P71;
Q9BYQ9	
Q6L8H2	
Q5JUW0	KOG1721;COG5048;
Q8N9T8	KOG2409;ENOG410XR4G;
Q9HA64	KOG3021;COG3001;
Q9BVA0	KOG0267;ENOG410XQAC;
A0A0C4DH67	
A0A075B6P5	
Q9GZZ8	ENOG410KH2Q;ENOG4110RQ2;
Q9NS86	KOG2787;ENOG410XQIA;
Q15012	ENOG410IEGH;ENOG4111K1Z;
O95461	KOG3765;ENOG410XRNY;
P05455	ENOG410IQXQ;COG5193;
Q9BQE6	
P18428	KOG4160;ENOG410Z88E;
Q5T754	
A4D1U4	KOG4704;ENOG410XQBR;
Q969E1	ENOG410J7PZ;ENOG410Y6EA;
Q96PV6	
P16150	ENOG410J161;ENOG410YXQE;
Q8NES3	ENOG410II9W;ENOG410XS8Y;
Q9HBX8	KOG0619;KOG2087;COG4886;
O43766	KOG2672;COG0320;
Q96FE5	KOG0619;COG4886;
P0C6S8	KOG0619;COG4886;
Q6UY18	KOG0619;COG4886;
Q7Z4I7	KOG2272;ENOG410XP46;
Q9NUP9	KOG3550;ENOG410XP5T;
O75334	KOG0249;ENOG410XP8Z;
Q9Y5X9	ENOG410IJUA;ENOG4111GMM;
Q5W064	KOG2624;COG0596;
Q9H0V9	KOG3839;ENOG410YH8V;
Q9Y468	KOG3766;ENOG410Y4AQ;
Q969R5	ENOG410IMEW;ENOG410ZYE4;
Q8NA19	KOG3766;ENOG410Y4AQ;
Q6UX01	KOG3722;ENOG410YKEX;
Q9NZU5	ENOG410INGI;ENOG410ZPX3;
Q96S06	ENOG410IHGU;ENOG410XPYW;
P61968	KOG0490;ENOG410YIJ3;
Q6ZN17	KOG3070;COG1278;
Q93052	KOG1701;ENOG410Y3GP;
A6NHZ5	ENOG410IHBR;ENOG410Z0VD;
Q86YD5	ENOG410IPSZ;ENOG410XSZY;
O15165	ENOG410IDYQ;ENOG41126PF;
Q15048	ENOG410IIBA;ENOG4111FCX;
Q8N6Y2	KOG0619;COG4886;
Q9H9A6	KOG0472;COG4886;
Q15345	ENOG410IHRR;ENOG410YFW5;
Q96CN5	KOG4308;ENOG410ZBX3;
Q9NT99	KOG0619;COG4886;
A6NM62	KOG0619;COG4886;
Q96AG4	KOG0473;ENOG4111GH4;
Q5JTD7	ENOG410IGKN;ENOG4111F6R;
Q8IWT6	KOG0619;COG4886;
Q8TDW0	KOG0619;COG4886;
Q6NSJ5	KOG0619;COG4886;
Q9Y2L9	KOG0532;KOG0619;COG4886;
A6NCL2	
Q6UXM1	KOG0619;KOG4194;COG4886;
A6NIV6	KOG0619;COG4886;
A6NDA9	KOG0619;COG4886;
Q7Z4F1	ENOG410IPT0;ENOG410XV08;
Q9NZR2	KOG1215;ENOG410XP34;
Q07954	KOG1215;ENOG410XP34;
O75096	KOG1215;ENOG410XPR2;
Q9HBW1	KOG0619;COG4886;
Q6ZRR7	KOG0531;COG4886;
Q32MZ4	KOG2010;ENOG4111H1S;
Q8WUT4	KOG0619;COG4886;
Q86UE6	KOG0619;COG4886;
Q86VH5	KOG0619;COG4886;
Q9HBL6	KOG0619;COG4886;
Q13449	ENOG410IQJB;ENOG41100IG;
Q9H089	KOG1424;COG1161;
Q8N135	ENOG410IJHU;ENOG4111DWK;
Q6ZUX7	KOG4026;ENOG410XSUB;
Q7L985	KOG0619;COG4886;
Q9H400	ENOG410J9JT;ENOG41114H9;
Q6MZP7	KOG1171;ENOG4110UR5;
O14910	KOG3550;ENOG410XP5T;
O75145	KOG0249;ENOG410XP8Z;
Q86W92	KOG1899;ENOG410XSFF;
Q8ND30	KOG1899;ENOG410XSFF;
P16233	ENOG410IHRX;ENOG410Y92X;
Q17RR3	ENOG410IK4Z;ENOG41118P1;
A6NK58	KOG0325;COG0321;
O75019	ENOG410IKJD;ENOG41116BR;
Q8N6C8	ENOG410IKJD;ENOG41116BR;
Q6PI73	ENOG410IKJD;ENOG41116BR;
Q8N423	ENOG410IKJD;ENOG41116BR;
Q8NHJ6	ENOG410IHKK;ENOG411142H;
Q68DH5	KOG2296;ENOG410XR8P;
Q8WVP7	KOG3722;ENOG410YKEX;
Q9BU23	ENOG410IFKQ;ENOG410XPYW;
Q96KR4	
P29536	KOG3735;ENOG410YAHM;
Q9H9Z2	KOG3070;COG1278;
Q8TBB1	KOG3528;ENOG4110362;
Q86WA8	KOG2004;COG0466;
Q9NVR5	KOG4356;ENOG410XQ8C;
A0A0C4DH72	
A0A0C4DH73	
P01599	
A0A0C4DH68	
A0A087WW87	
P01601	
A0A075B6S6	
P04432	
Q569H4	ENOG410IGVQ;ENOG41129UN;
Q9BRS8	KOG1855;ENOG4110VUA;
Q9Y4W2	KOG2425;ENOG411230Q;
Q9UHI5	KOG1287;COG0531;
Q8N370	ENOG410IHJQ;ENOG410XS1N;
Q9NRM7	KOG0605;ENOG410XQC0;
O95232	KOG0796;COG5200;
Q5T5A8	
P09382	KOG3587;ENOG4111EA0;
Q3B8N2	KOG3587;ENOG4111EA0;
Q3ZCW2	KOG3587;ENOG4111EA0;
Q6ZMV7	ENOG410IPMR;ENOG411200S;
Q9NQ69	KOG0490;ENOG410YIJ3;
Q52LA3	KOG4402;ENOG4111VPU;
Q5TKA1	KOG1019;ENOG410YA1T;
Q8NG48	ENOG410IVK7;ENOG410XSHH;
Q13136	KOG0249;ENOG410XP8Z;
P11150	ENOG410IIHP;ENOG4110MCZ;
P07098	KOG2624;COG0596;
P06858	ENOG410IJUA;ENOG4111GMM;
P43034	KOG0295;ENOG410XP3K;
Q8N485	ENOG410IH13;ENOG410XRZR;
Q9HAT1	KOG3838;ENOG410ZFRX;
Q12907	KOG3839;ENOG410YH8V;
Q96JM7	KOG3766;ENOG410Y4AQ;
Q03252	KOG0977;ENOG410Y2H6;
Q8TE12	KOG0490;ENOG410YIJ3;
A1A4G5	ENOG410J1GM;ENOG410Z4TY;
Q1L5Z9	KOG0508;KOG1124;KOG4159;COG2802;
Q9NRX6	KOG3808;ENOG4112243;
Q969F8	KOG3656;ENOG410XRW9;
Q5JT82	KOG1721;COG5048;
Q9Y5W3	KOG1721;COG5048;
Q99612	KOG1721;COG5048;
Q9H0H3	KOG4441;ENOG410XNX8;
Q9NXS3	KOG4441;ENOG410XNX8;
Q0D2K2	KOG4441;ENOG410XNX8;
Q96NJ5	KOG1072;ENOG4110X8D;
Q9P2K6	KOG1072;ENOG4110X8D;
Q9P2G9	KOG4441;ENOG410XNX8;
Q9UKR0	KOG3627;COG5640;
Q9P0G3	KOG3627;COG5640;
Q9Y5K2	KOG3627;COG5640;
P49862	KOG3627;COG5640;
Q5SVS4	KOG0753;ENOG410XRV1;
Q03164	KOG1084;COG2940;
Q8IZD2	KOG1844;COG2940;
P17252	KOG0694;ENOG410XNPH;
Q9BZL6	KOG4236;ENOG410XQZ3;
P41743	KOG0695;ENOG410ZMG2;
Q04759	KOG0694;ENOG410XNPH;
Q9BYR4	ENOG410JD6Q;ENOG410ZG1J;
Q9BYQ5	
Q9BYQ8	ENOG410JD6Q;ENOG410ZG1J;
Q6L8H1	
O75690	
P26371	
Q8IUC2	ENOG410J841;ENOG41117YH;
A8MTY7	ENOG410JE2D;ENOG41118YY;
A5PL33	ENOG410IKZE;ENOG411141X;
Q9NPI7	ENOG410IV81;ENOG410Y3E0;
O76011	ENOG410IF9P;ENOG410YK2A;
O43790	ENOG410IH1H;ENOG41113GZ;
O75449	KOG0738;ENOG410XPN7;
P18627	ENOG410IFPP;ENOG410Z3KP;
P55268	KOG0994;ENOG410XPEG;
Q13751	KOG0994;ENOG410XPEG;
P11047	KOG1836;ENOG410XRDC;
Q13753	ENOG410IP6C;ENOG4110QI9;
Q9UJQ1	ENOG410IE1D;ENOG410YUG5;
P42166	ENOG410IT7C;ENOG4111J0N;
P42167	ENOG410IT7C;ENOG4111J0N;
Q13571	ENOG410IFZA;ENOG410YPPU;
Q659C4	KOG2590;COG5193;
Q8N3Y3	KOG3765;ENOG410XRNY;
Q71RC2	KOG2591;ENOG410XTHK;
O75387	ENOG410IHH0;ENOG410Y95V;
Q86U70	KOG2181;ENOG410YZVH;
O95214	KOG2174;ENOG4111UCZ;
A8MZ59	KOG2251;ENOG4111XIJ;
Q08380	ENOG410IY2Y;ENOG410YBYF;
Q8N0V4	ENOG410IIXR;ENOG410XSZV;
Q9BXB1	KOG0619;KOG2087;COG4886;
Q8N6L1	KOG4615;ENOG4111ZNW;
P60985	ENOG410J2MA;ENOG41118KR;
P06310	
P01624	
A0A0C4DH25	
Q9UQV4	KOG4818;ENOG410XQ96;
Q6ZV70	KOG2787;ENOG410XQIA;
Q6UWP7	KOG1505;COG0204;
P07195	KOG1495;COG0039;
Q6P5S2	ENOG410IJ51;ENOG4111MHP;
P47929	KOG3587;ENOG4111EA0;
O00214	
Q96BZ8	ENOG410J0Q4;ENOG4111NQR;
Q96B70	ENOG410IWVT;ENOG4111GEQ;
Q8WVC0	KOG1181;KOG2428;ENOG410XRI0;
Q3ZCV2	ENOG410IG0F;ENOG410XYWM;
P19256	ENOG410J1AA;ENOG410Z508;
Q9BWQ8	KOG2322;COG0670;
Q9HC24	KOG2322;COG0670;
Q92604	KOG1505;COG0204;
O95970	ENOG410IIXR;ENOG410XSZV;
Q8N145	ENOG410IJD3;ENOG4110HT0;
O75473	KOG0619;KOG2087;COG4886;
Q9Y693	KOG4026;ENOG410XSUB;
Q86UP9	KOG4026;ENOG410XSUB;
P48742	KOG0490;ENOG410YIJ3;
P53667	ENOG410IEZ9;COG0515;
P0CW19	ENOG410JC6F;ENOG41119KQ;
Q2Q1W2	ENOG410ITG8;ENOG410XSQC;
Q8WWY8	ENOG410IKYJ;ENOG4111AHY;
Q6XZB0	ENOG410IKYJ;ENOG4111AHY;
P55344	
Q6P5Q4	KOG3735;ENOG410YAHM;
Q0VAK6	KOG3735;ENOG410YAHM;
A0A0C4DH24	
A0A0A0MRZ8	
P01611	
P01615	
P01614	
Q8NBH2	KOG4575;COG5279;
A6NM11	ENOG410IJNR;ENOG410YV94;
P83111	ENOG410IHHD;COG1680;
Q4G0J3	ENOG410IQXQ;COG5193;
Q9GIP4	
Q01650	KOG1287;COG0531;
Q6UX15	ENOG410IS3Y;ENOG410XR2Y;
O95447	ENOG410IIMI;ENOG4111QVK;
Q5TA77	ENOG410KCGD;ENOG4110NZV;
Q5TA78	
P06239	KOG0197;COG0515;
Q6JVE9	ENOG410IWUM;ENOG41119TH;
P05162	KOG3587;ENOG4111EA0;
P17931	KOG3587;ENOG4111EA0;
O00292	KOG3900;ENOG410XT8Z;
Q99538	KOG1348;COG5206;
Q5TDP6	KOG0683;COG0174;
Q04760	ENOG410IU7X;ENOG4111FDV;
P38571	KOG2624;COG0596;
Q9UGP4	KOG1701;ENOG410Y3GP;
A6NI73	ENOG410JB9F;ENOG41114EZ;
Q8NHL6	ENOG410IKJD;ENOG41116BR;
Q99732	ENOG410IVVU;ENOG41122PJ;
A0A0A0MT76	ENOG410J0XA;ENOG410YZ00;
P49257	KOG3838;ENOG410ZFRX;
Q8TAP4	KOG0490;ENOG410YIJ3;
F2Z398	ENOG410KCC3;ENOG4110P4A;
Q8WWI1	KOG1704;ENOG410XP0W;
Q96Q04	ENOG410IGQE;ENOG410XQFM;
O60663	KOG0490;ENOG410YIJ3;
P09848	KOG0626;COG2723;
Q96RR4	KOG0585;ENOG410YHHF;
Q6PID8	KOG0379;ENOG410Y5WM;
Q8IYD2	KOG1072;ENOG4110X8D;
Q13118	KOG1721;COG5048;
Q8NG31	ENOG410IF9C;ENOG410XZXJ;
P50748	KOG4256;ENOG410YKFS;
Q9Y664	ENOG410IJRR;ENOG41100KB;
Q3LI70	
Q3LI60	ENOG410KC5J;ENOG41113FG;
Q3LI83	ENOG410J97W;ENOG41113BD;
P0C7H8	KOG4726;ENOG410XY8D;
O76015	ENOG410J94T;ENOG4111D61;
O75582	KOG0598;ENOG410XNPH;
Q14525	ENOG410IF9P;ENOG410YK2A;
Q86UP2	ENOG410IIAW;ENOG410YAE3;
A0A0C4DH69	
P04430	
P01597	
P06315	
A0A087WSZ0	
A0A0B4J2D9	
A0A0A0MT36	
Q9BQD3	KOG3443;ENOG4111UUW;
P00709	ENOG410IX41;ENOG410ZQK6;
P13473	
Q92615	ENOG410IN3Y;ENOG4111REM;
Q8IYD9	ENOG410IGEU;ENOG4111V88;
Q86YQ2	
O95835	KOG0605;ENOG410XQC0;
Q86UK5	ENOG410IGSC;ENOG4111Y8B;
P04180	KOG2369;ENOG410Y9CF;
Q5T7P2	
Q5T753	
Q5TA79	
Q9BYE3	
Q6JVE5	ENOG410IYSG;ENOG4111567;
P31025	ENOG410J1KM;ENOG4111BH9;
P62502	ENOG410IVYN;ENOG41117FC;
O00182	KOG3587;ENOG4111EA0;
Q5T871	ENOG410JIHW;ENOG41117NW;
Q68G75	ENOG410J0XR;ENOG410Z8TA;
Q8NC56	KOG0147;ENOG410XP20;
P41159	ENOG410IVT0;ENOG410Y7NT;
Q96MU8	ENOG410IR07;ENOG41112QM;
Q8NCW0	KOG4157;ENOG4111FP9;
Q15418	KOG0598;ENOG410XNPH;
Q8N1A0	ENOG410IEQR;ENOG410YA01;
Q9H079	ENOG410IIPM;ENOG4111ZSI;
Q53H82	KOG0813;COG0491;
Q53QV2	ENOG410IYIC;ENOG4111VQ7;
Q6XYB7	KOG0488;ENOG411188D;
Q5T752	
O14633	
Q5TCM9	
Q6JVE6	
Q8WX39	ENOG410JBWS;ENOG4111AS1;
Q6ZST4	ENOG410IXK6;ENOG411141C;
Q8N3X6	KOG4565;ENOG4111GCI;
Q96JN0	ENOG410IHUE;KOG4565;ENOG4111GCI;ENOG4111MRK;
Q9BYZ2	KOG1495;COG0039;
A8MUM7	KOG3587;ENOG4111EA0;
Q2VYF4	KOG1043;ENOG410XRSP;
O43261	ENOG410KF0G;ENOG41116EU;
Q6UYE1	ENOG410IF39;ENOG410Y73I;
Q7Z429	KOG2322;COG0670;
Q969X1	KOG2322;COG0670;
O75610	KOG3900;ENOG410XT8Z;
P50458	KOG0490;ENOG410YIJ3;
Q9H2C1	KOG0490;ENOG410YIJ3;
Q9UHB6	ENOG410ITI7;ENOG41102B0;
Q9UPQ0	ENOG410INGA;ENOG410XQB9;
P0DP09	
A0A075B6S5	
P01594	
A2NJV5	
P04433	
P01619	
P06312	
A0A0C4DH55	ENOG410JET2;ENOG410YSH4;
A0A087WSY6	
A0A0A0MRZ7	
A0A0B4J1Z2	
Q16719	KOG3846;COG3844;
P32004	KOG3513;ENOG410XSVG;
A6NMS7	ENOG410IJNR;ENOG410YV94;
O60309	ENOG410IJNR;ENOG410YV94;
Q6ZP29	KOG2913;ENOG4111FM2;
Q6ISS4	ENOG410J37Q;ENOG41119RI;
P25391	KOG1836;ENOG410XRDC;
P24043	KOG1836;ENOG410XRDC;
Q16787	KOG1836;ENOG410XRDC;
O15230	KOG1836;ENOG410XRDC;
Q9Y383	KOG0796;COG5200;
Q71F78	ENOG410JF4A;ENOG411175X;
Q86VQ0	ENOG410IKE1;ENOG4111R6E;
Q9UIQ6	KOG1046;COG0308;
Q5T751	
Q5TA81	
Q5T5B0	
Q6ZMR3	KOG1495;COG0039;
Q86WU2	KOG1231;COG0277;
O95751	ENOG410J3P7;ENOG410Y6K0;
P56470	KOG3587;ENOG4111EA0;
Q6DKI2	KOG3587;ENOG4111EA0;
Q9Y5L5	ENOG410J2XU;ENOG41113ZS;
P48357	ENOG410IKH4;ENOG4110JZP;
O95202	KOG1043;ENOG410XRSP;
Q9UBR4	KOG4577;ENOG410XPDC;
Q6ZQX7	
